"","Store","StoreType","Assortment","CompetitionDistance","CompetitionOpenSinceMonth","CompetitionOpenSinceYear","Promo2","Promo2SinceWeek","Promo2SinceYear","PromoInterval","StateCode","StateName","AirportCode","CompetitionOpenDate","Promo2StartDate"
"944",944,"a","a",260,10,2006,1,31,2013,"Feb,May,Aug,Nov","NWRP","","DUS",2006-10-01,2013-08-05
"945",945,"d","a",490,NA,NA,1,35,2010,"Mar,Jun,Sept,Dec","HE","Hesse","FRA",NA,2010-08-30
"946",946,"c","a",4030,2,2015,0,NA,NA,"","BEHBHHNISH","","HAM",2015-02-01,NA
"947",947,"d","c",17340,6,2010,1,9,2011,"Feb,May,Aug,Nov","BEHBHHNISH","","HAM",2010-06-01,2011-02-28
"948",948,"d","a",18670,12,2005,0,NA,NA,"","ST","Saxony-Anhalt","LEJ",2005-12-01,NA
"949",949,"d","c",6860,NA,NA,1,18,2011,"Jan,Apr,Jul,Oct","HE","Hesse","FRA",NA,2011-05-02
"950",950,"a","a",3350,2,2010,0,NA,NA,"","BEHBHHNISH","","HAM",2010-02-01,NA
"951",951,"a","c",9200,10,2009,1,14,2012,"Jan,Apr,Jul,Oct","SN","Saxony","DRS",2009-10-01,2012-04-02
"952",952,"d","c",2330,NA,NA,1,49,2014,"Mar,Jun,Sept,Dec","BY","Bavaria","MUC",NA,2014-12-08
"953",953,"a","a",2040,6,2007,0,NA,NA,"","BEHBHHNISH","","HAM",2007-06-01,NA
"954",954,"c","a",550,12,2013,1,40,2014,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2013-12-01,2014-10-06
"955",955,"a","a",21790,4,2005,1,18,2015,"Feb,May,Aug,Nov","ST","Saxony-Anhalt","LEJ",2005-04-01,2015-05-04
"956",956,"a","a",90,12,2012,1,14,2011,"Jan,Apr,Jul,Oct","HE","Hesse","FRA",2012-12-01,2011-04-04
"957",957,"d","a",NA,NA,NA,1,5,2013,"Feb,May,Aug,Nov","BY","Bavaria","MUC",NA,2013-02-04
"958",958,"a","a",2640,12,2005,1,31,2013,"Feb,May,Aug,Nov","NWRP","","DUS",2005-12-01,2013-08-05
"959",959,"d","c",2920,10,1995,1,27,2011,"Jan,Apr,Jul,Oct","BBMVTH","","TXL ",1995-10-01,2011-07-04
"960",960,"a","c",15320,3,2011,1,14,2013,"Feb,May,Aug,Nov","BEHBHHNISH","","HAM",2011-03-01,2013-04-08
"961",961,"a","c",270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct","BEHBHHNISH","","HAM",2013-04-01,2013-04-08
"962",962,"a","a",1980,7,2010,1,37,2009,"Jan,Apr,Jul,Oct","HE","Hesse","FRA",2010-07-01,2009-09-14
"963",963,"d","a",2590,9,2012,0,NA,NA,"","SN","Saxony","DRS",2012-09-01,NA
"964",964,"a","c",8260,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"965",965,"a","a",2890,10,2003,0,NA,NA,"","NWRP","","DUS",2003-10-01,NA
"966",966,"d","c",7160,11,2012,1,9,2011,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2012-11-01,2011-02-28
"967",967,"a","a",3560,10,2001,1,31,2013,"Feb,May,Aug,Nov","NWRP","","DUS",2001-10-01,2013-08-05
"968",968,"d","a",8990,NA,NA,1,31,2009,"Feb,May,Aug,Nov","HE","Hesse","FRA",NA,2009-08-03
"969",969,"a","c",5330,9,2011,1,31,2013,"Jan,Apr,Jul,Oct","BEHBHHNISH","","HAM",2011-09-01,2013-08-05
"970",970,"c","a",420,3,2006,0,NA,NA,"","ST","Saxony-Anhalt","LEJ",2006-03-01,NA
"971",971,"d","c",1090,NA,NA,1,31,2013,"Feb,May,Aug,Nov","NWRP","","DUS",NA,2013-08-05
"972",972,"c","a",3850,11,2005,1,14,2011,"Jan,Apr,Jul,Oct","BBMVTH","","TXL ",2005-11-01,2011-04-04
"973",973,"d","c",3560,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"974",974,"a","c",1650,9,2008,0,NA,NA,"","BEHBHHNISH","","HAM",2008-09-01,NA
"975",975,"d","c",1910,4,2009,0,NA,NA,"","BEHBHHNISH","","HAM",2009-04-01,NA
"976",976,"a","a",1000,9,2008,0,NA,NA,"","NWRP","","DUS",2008-09-01,NA
"977",977,"a","a",7250,12,2013,0,NA,NA,"","NWRP","","DUS",2013-12-01,NA
"978",978,"d","a",1590,3,2012,0,NA,NA,"","HE","Hesse","FRA",2012-03-01,NA
"979",979,"c","a",1980,4,2009,0,NA,NA,"","BEHBHHNISH","","HAM",2009-04-01,NA
"980",980,"d","c",2770,6,2008,1,22,2011,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2008-06-01,2011-05-30
"981",981,"d","c",1500,10,2005,0,NA,NA,"","NWRP","","DUS",2005-10-01,NA
"982",982,"a","a",14040,NA,NA,0,NA,NA,"","BW","Baden-Wurttemberg","STR",NA,NA
"983",983,"c","a",1600,8,2013,1,40,2014,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2013-08-01,2014-10-06
"984",984,"a","a",2410,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",NA,2014-10-06
"985",985,"c","a",190,NA,NA,1,45,2009,"Feb,May,Aug,Nov","NWRP","","DUS",NA,2009-11-09
"986",986,"a","a",800,6,2007,0,NA,NA,"","NWRP","","DUS",2007-06-01,NA
"987",987,"c","c",530,4,2005,1,35,2010,"Mar,Jun,Sept,Dec","NWRP","","DUS",2005-04-01,2010-08-30
"988",988,"a","c",290,NA,NA,1,40,2011,"Jan,Apr,Jul,Oct","NWRP","","DUS",NA,2011-10-03
"989",989,"a","c",9260,NA,NA,0,NA,NA,"","BEHBHHNISH","","HAM",NA,NA
"990",990,"a","a",80,6,2005,0,NA,NA,"","NWRP","","DUS",2005-06-01,NA
"991",991,"a","a",2540,6,2005,0,NA,NA,"","NWRP","","DUS",2005-06-01,NA
"992",992,"a","a",6710,11,2003,1,14,2012,"Jan,Apr,Jul,Oct","SN","Saxony","DRS",2003-11-01,2012-04-02
"993",993,"d","a",1760,NA,NA,1,10,2014,"Mar,Jun,Sept,Dec","HE","Hesse","FRA",NA,2014-03-10
"994",994,"a","a",40,3,2014,1,1,2014,"Jan,Apr,Jul,Oct","NWRP","","DUS",2014-03-01,2014-01-06
"995",995,"a","a",1930,9,2009,0,NA,NA,"","BEHBHHNISH","","HAM",2009-09-01,NA
"996",996,"a","c",7340,5,2008,1,27,2012,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2008-05-01,2012-07-02
"997",997,"a","c",29190,NA,NA,0,NA,NA,"","BEHBHHNISH","","HAM",NA,NA
"998",998,"a","c",3340,NA,NA,1,22,2012,"Mar,Jun,Sept,Dec","BW","Baden-Wurttemberg","STR",NA,2012-05-28
"999",999,"d","c",1040,NA,NA,1,27,2012,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",NA,2012-07-02
"1000",1000,"c","a",2410,NA,NA,1,35,2011,"Jan,Apr,Jul,Oct","BW","Baden-Wurttemberg","STR",NA,2011-08-29
